sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
1.230000000000000000e+02,1.076372201637626003e-03,3.019956378330045155e+00,3.020238352603101806e+00,3.009489948515865709e+00,3.030655721560607585e+00
1.240000000000000000e+02,1.063290986742686413e-03,3.020954834216800222e+00,3.021236424562258271e+00,3.010463397866863122e+00,3.031748406670740525e+00
1.250000000000000000e+02,1.050467733520049629e-03,3.021930285367467217e+00,3.022211512816222800e+00,3.011413753720689535e+00,3.032856576129594028e+00
1.260000000000000000e+02,1.037895464680881931e-03,3.022883121257316841e+00,3.023164006584908137e+00,3.012341414880260970e+00,3.033940666723209834e+00
1.270000000000000000e+02,1.025567442394546792e-03,3.023813721461079407e+00,3.024094285133475335e+00,3.013246530132187129e+00,3.035001194108556177e+00
1.280000000000000000e+02,1.013477158345477396e-03,3.024722455955481504e+00,3.025002718079019548e+00,3.014128441315437446e+00,3.035949533200848371e+00
1.290000000000000000e+02,1.001618324273878709e-03,3.025609685411855487e+00,3.025889665686618990e+00,3.014990720795940327e+00,3.036954826508188710e+00
1.300000000000000000e+02,9.899848629733142957e-04,3.026475761477907422e+00,3.026755479155575301e+00,3.015793730761923364e+00,3.037909862167245123e+00
1.310000000000000000e+02,9.785708997198882229e-04,3.027321027052118918e+00,3.027600500896960867e+00,3.016626749170570498e+00,3.038821022719448983e+00
1.320000000000000000e+02,9.673707541093194261e-04,3.028145816547162195e+00,3.028425064800709166e+00,3.017438850759921909e+00,3.039719385601764579e+00
1.330000000000000000e+02,9.563789322796896692e-04,3.028950456145501846e+00,3.029229496494863394e+00,3.018140370601991140e+00,3.040651713674334733e+00
1.340000000000000000e+02,9.455901194989696978e-04,3.029735264047201060e+00,3.030014113596251057e+00,3.018805876457520299e+00,3.041562646309950324e+00
1.350000000000000000e+02,9.349991730977446312e-04,3.030500550708363772e+00,3.030779225952155542e+00,3.019452451428842998e+00,3.042452823801349737e+00
1.360000000000000000e+02,9.246011157287135516e-04,3.031246619072880844e+00,3.031525135874874710e+00,3.020080411025798828e+00,3.043322534015160397e+00
1.370000000000000000e+02,9.143911289356587745e-04,3.031973764795843351e+00,3.032252138368124683e+00,3.020690063150465399e+00,3.044172058254059010e+00
1.380000000000000000e+02,9.043645470156115758e-04,3.032682276460050286e+00,3.032960521346058425e+00,3.021280794822204019e+00,3.044997867025429628e+00
1.390000000000000000e+02,8.945168511588974178e-04,3.033372435785534726e+00,3.033650565845367630e+00,3.021853719122325366e+00,3.045716554240852858e+00
1.400000000000000000e+02,8.848436638526542292e-04,3.034044517832303889e+00,3.034322546230416418e+00,3.022409246146936290e+00,3.046415475304483422e+00
1.410000000000000000e+02,8.753407435342488779e-04,3.034698791196115852e+00,3.034976730391265143e+00,3.022975256815952250e+00,3.047168056095646449e+00
1.420000000000000000e+02,8.660039794818166813e-04,3.035335518198353455e+00,3.035613379935691025e+00,3.023587706793690710e+00,3.047951753563383992e+00
1.430000000000000000e+02,8.568293869298666517e-04,3.035954955069961603e+00,3.036232750375097211e+00,3.024184926641280580e+00,3.048706634522238446e+00
1.440000000000000000e+02,8.478131023986048903e-04,3.036557352128909315e+00,3.036835091303785816e+00,3.024763655066911916e+00,3.049382603551413329e+00
1.450000000000000000e+02,8.389513792262575992e-04,3.037142953952130409e+00,3.037420646572975169e+00,3.025328053680428564e+00,3.050056133351700449e+00
1.460000000000000000e+02,8.302405832942914409e-04,3.037711999542347385e+00,3.037989654459203770e+00,3.025876809489437935e+00,3.050761972672636269e+00
1.470000000000000000e+02,8.216771889359828938e-04,3.038264722489124825e+00,3.038542347826595602e+00,3.026409946034810616e+00,3.051450884744722813e+00
1.480000000000000000e+02,8.132577750193375078e-04,3.038801351124837513e+00,3.039078954284687217e+00,3.026969430244240034e+00,3.052123068606257483e+00
1.490000000000000000e+02,8.049790211958373406e-04,3.039322108676442813e+00,3.039599696341473756e+00,3.027517041555451094e+00,3.052779173796439594e+00
1.500000000000000000e+02,7.968377043069802511e-04,3.039827213410491336e+00,3.040104791549741670e+00,3.027993738313646599e+00,3.053419485963726920e+00
1.510000000000000000e+02,7.888306949410113338e-04,3.040316878775887410e+00,3.040594452650785318e+00,3.028493605102944297e+00,3.054043641304385659e+00
1.520000000000000000e+02,7.809549541326380687e-04,3.040791313541068241e+00,3.041068887712930380e+00,3.028979779841067810e+00,3.054651822650946702e+00
1.530000000000000000e+02,7.732075301989495622e-04,3.041250721926038292e+00,3.041528300264367601e+00,3.029450880629305232e+00,3.055223706379379678e+00
1.540000000000000000e+02,7.655855557050811767e-04,3.041695303731855038e+00,3.041972889423794069e+00,3.029844897649891511e+00,3.055693873230856727e+00
1.550000000000000000e+02,7.580862445535398999e-04,3.042125254464631112e+00,3.042402850025221372e+00,3.030197398087487670e+00,3.056132131318137102e+00
1.560000000000000000e+02,7.507068891914129563e-04,3.042540765456587692e+00,3.042818372739489963e+00,3.030537060614758804e+00,3.056634295946512481e+00
1.570000000000000000e+02,7.434448579299887758e-04,3.042942023983022271e+00,3.043219644192465712e+00,3.030919808584147557e+00,3.057125599284229001e+00
1.580000000000000000e+02,7.362975923716088113e-04,3.043329213375307152e+00,3.043606847078424771e+00,3.031292515867766824e+00,3.057601805326581434e+00
1.590000000000000000e+02,7.292626049388342127e-04,3.043702513130744247e+00,3.043980160270342683e+00,3.031652282869700787e+00,3.058062650337029620e+00
1.600000000000000000e+02,7.223374765012653990e-04,3.044062099018695733e+00,3.044339758926765782e+00,3.031998959243293434e+00,3.058509030242245963e+00
1.610000000000000000e+02,7.155198540955947772e-04,3.044408143184006210e+00,3.044685814595680551e+00,3.032332712102999928e+00,3.058930575557432086e+00
1.620000000000000000e+02,7.088074487346911071e-04,3.044740814246396976e+00,3.045018495314335993e+00,3.032634177375800100e+00,3.059304428870490700e+00
1.630000000000000000e+02,7.021980333017406118e-04,3.045060277396984372e+00,3.045337965706006234e+00,3.032904219676494151e+00,3.059664167157745140e+00
1.640000000000000000e+02,6.956894405256517505e-04,3.045366694492879223e+00,3.045644387074870618e+00,3.033162683725753705e+00,3.060009954143364741e+00
1.650000000000000000e+02,6.892795610341357054e-04,3.045660224146897743e+00,3.045937917496271297e+00,3.033392732288927807e+00,3.060341950565709013e+00
1.660000000000000000e+02,6.829663414810511384e-04,3.045941021816139571e+00,3.046218711905466225e+00,3.033610105561761472e+00,3.060660250483063116e+00
1.670000000000000000e+02,6.767477827447572524e-04,3.046209239887668119e+00,3.046486922183000434e+00,3.033815597289702293e+00,3.060962660346160824e+00
1.680000000000000000e+02,6.706219381944010082e-04,3.046465027760224764e+00,3.046742697237153408e+00,3.033969543123307577e+00,3.061251739519042392e+00
1.690000000000000000e+02,6.645869120211976002e-04,3.046708531925274688e+00,3.046986183085028888e+00,3.034185646286480686e+00,3.061527638083667568e+00
1.700000000000000000e+02,6.586408576319107431e-04,3.046939896044469798e+00,3.047217522929732247e+00,3.034372864701021744e+00,3.061790503506613081e+00
1.710000000000000000e+02,6.527819761018822204e-04,3.047159261024711796e+00,3.047436857235857222e+00,3.034510568408300912e+00,3.062022621861097083e+00
1.720000000000000000e+02,6.470085146850752898e-04,3.047366765091303442e+00,3.047644323802444433e+00,3.034648396941462156e+00,3.062210118371607059e+00
1.730000000000000000e+02,6.413187653787288077e-04,3.047562543859045903e+00,3.047840057834073857e+00,3.034780303562764292e+00,3.062453556109170361e+00
1.740000000000000000e+02,6.357110635403230266e-04,3.047746730400937132e+00,3.048024192009718636e+00,3.034896296466958354e+00,3.062719179512707779e+00
1.750000000000000000e+02,6.301837865546786824e-04,3.047919455314013870e+00,3.048196856548417877e+00,3.035022621354914296e+00,3.062939217603600106e+00
1.760000000000000000e+02,6.247353525491032610e-04,3.048080846784939624e+00,3.048358179274645696e+00,3.035164234559697416e+00,3.063163886710925432e+00
1.770000000000000000e+02,6.193642191545970996e-04,3.048231030652187368e+00,3.048508285680474827e+00,3.035252779285225522e+00,3.063375898766665273e+00
1.780000000000000000e+02,6.140688823112348729e-04,3.048370130466560912e+00,3.048647298986206788e+00,3.035328549098494921e+00,3.063575387851268150e+00
1.790000000000000000e+02,6.088478751159085919e-04,3.048498267550797891e+00,3.048775340199466388e+00,3.035389415828469328e+00,3.063762485923163137e+00
1.800000000000000000e+02,6.036997667107162589e-04,3.048615561055940670e+00,3.048892528171692540e+00,3.035440551913271001e+00,3.063937322868660385e+00
1.810000000000000000e+02,5.986231612103523093e-04,3.048722128017157029e+00,3.048998979653740893e+00,3.035450010839097157e+00,3.064098047542035630e+00
1.820000000000000000e+02,5.936166966669285082e-04,3.048818083407993207e+00,3.049094809349758961e+00,3.035438292904594881e+00,3.064245675721041895e+00
1.830000000000000000e+02,5.886790440707311608e-04,3.048903540192077877e+00,3.049180129968918518e+00,3.035444162239080423e+00,3.064381392375338464e+00
1.840000000000000000e+02,5.838089063854851176e-04,3.048978609373488080e+00,3.049255052275516409e+00,3.035462038772392734e+00,3.064505320217094653e+00
1.850000000000000000e+02,5.790050176167579367e-04,3.049043400046953511e+00,3.049319685138879521e+00,3.035497434175634890e+00,3.064617580112054540e+00
1.860000000000000000e+02,5.742661419121962213e-04,3.049098019444414387e+00,3.049374135579784539e+00,3.035457544721000822e+00,3.064718291119192362e+00
1.870000000000000000e+02,5.695910726923576013e-04,3.049142572981800026e+00,3.049418508817109519e+00,3.035407493051637928e+00,3.064807570531999925e+00
1.880000000000000000e+02,5.649786318109307733e-04,3.049177164304521348e+00,3.049452908312778376e+00,3.035371726260446934e+00,3.064886882158955661e+00
1.890000000000000000e+02,5.604276687432198237e-04,3.049201895330109213e+00,3.049477435814361481e+00,3.035325911831253887e+00,3.064955354261359677e+00
1.900000000000000000e+02,5.559370598017918282e-04,3.049216866291140082e+00,3.049492191397693563e+00,3.035270489302014152e+00,3.065012763293797349e+00
