sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
1.280000000000000000e+02,1.126108025804107128e-03,2.747002000476082451e+00,2.747575032144218721e+00,2.730975064763609073e+00,2.761166375106738347e+00
1.290000000000000000e+02,1.114140283345501151e-03,2.745210109372235863e+00,2.745787230954819691e+00,2.729091006914400097e+00,2.759451100934088519e+00
1.300000000000000000e+02,1.102398342322720177e-03,2.743393771634334399e+00,2.743975074864869246e+00,2.727183199627717602e+00,2.757712108679697849e+00
1.310000000000000000e+02,1.090876339144053724e-03,2.741553419478183873e+00,2.742138997592463046e+00,2.725252038146588340e+00,2.755946316169509913e+00
1.320000000000000000e+02,1.079568603713497096e-03,2.739689476963519610e+00,2.740279424613544013e+00,2.723374206165251277e+00,2.754170105382790279e+00
1.330000000000000000e+02,1.068469651695159268e-03,2.737802360195510154e+00,2.738396773363866998e+00,2.721334264600463460e+00,2.752367058408349720e+00
1.340000000000000000e+02,1.057574177140502497e-03,2.735892477518874433e+00,2.736491453434356291e+00,2.719313824978326632e+00,2.750508360531090712e+00
1.350000000000000000e+02,1.046877045458913637e-03,2.733960229705498346e+00,2.734563866759277317e+00,2.717288857768127563e+00,2.748644721933719559e+00
1.360000000000000000e+02,1.036373286713270902e-03,2.732006010136273311e+00,2.732614407798883427e+00,2.715245592219992066e+00,2.746759428934079761e+00
1.370000000000000000e+02,1.026058089223286143e-03,2.730030204976482633e+00,2.730643463716096786e+00,2.713181188156915447e+00,2.744844490467973852e+00
1.380000000000000000e+02,1.015926793460423996e-03,2.728033193345883234e+00,2.728651414547201171e+00,2.711129830328502077e+00,2.742858399769096511e+00
1.390000000000000000e+02,1.005974886219159446e-03,2.726015347482534157e+00,2.726638633367086673e+00,2.709081147227599295e+00,2.740862645909437845e+00
1.400000000000000000e+02,9.961979950502410867e-04,2.723977032902595408e+00,2.724605486449873659e+00,2.707013155685898287e+00,2.738868365872627830e+00
1.410000000000000000e+02,9.865918829424418033e-04,2.721918608554350083e+00,2.722552333424000715e+00,2.704854978867361481e+00,2.736853064364618504e+00
1.420000000000000000e+02,9.771524432401013181e-04,2.719840426966888991e+00,2.720479527422660748e+00,2.702627455061128003e+00,2.734814324145244502e+00
1.430000000000000000e+02,9.678756947844566237e-04,2.717742834396104534e+00,2.718387415230147486e+00,2.700380329061745410e+00,2.732739432376617206e+00
1.440000000000000000e+02,9.587577772674676967e-04,2.715626170964060115e+00,2.716276337423030540e+00,2.698155588944375349e+00,2.730679507752402202e+00
1.450000000000000000e+02,9.497949467874922721e-04,2.713490770795363272e+00,2.714146628507880354e+00,2.695930857327822228e+00,2.728562632549333955e+00
1.460000000000000000e+02,9.409835715967371185e-04,2.711336962149971885e+00,2.711998617054816485e+00,2.693687921389749551e+00,2.726467441606568176e+00
1.470000000000000000e+02,9.323201280310119445e-04,2.709165067550605155e+00,2.709832625826726460e+00,2.691388490799878408e+00,2.724369626011017953e+00
