sigma,P_mean,Ds_of_mean_P,mean_Ds,Ds_block4_ci_low,Ds_block4_ci_high
8.200000000000000000e+01,2.090529909265570214e-03,2.890077781214972052e+00,2.890171089001758897e+00,2.879958943794609816e+00,2.899355525989079752e+00
8.300000000000000000e+01,2.054224869833635569e-03,2.892229451788288941e+00,2.892322022108966717e+00,2.881843020685920020e+00,2.901645610984817214e+00
8.400000000000000000e+01,2.018948106023054495e-03,2.894318062415263793e+00,2.894409940957802796e+00,2.883799283404414382e+00,2.903949081146389943e+00
8.500000000000000000e+01,1.984659655900997306e-03,2.896344972890465996e+00,2.896436205748527115e+00,2.885582603007859959e+00,2.906147727914287771e+00
8.600000000000000000e+01,1.951321529349320672e-03,2.898311512663622302e+00,2.898402146169715365e+00,2.887471178284963358e+00,2.908150405885652212e+00
8.700000000000000000e+01,1.918897590163537751e-03,2.900218981310203503e+00,2.900309061879827510e+00,2.889388355086349947e+00,2.910150887114191676e+00
8.800000000000000000e+01,1.887353446427680447e-03,2.902068649016958268e+00,2.902158223003521886e+00,2.891130599564795123e+00,2.912136903529655374e+00
8.900000000000000000e+01,1.856656348498857308e-03,2.903861757078687322e+00,2.903950870639643078e+00,2.892842639532898108e+00,2.914054529641512570e+00
9.000000000000000000e+01,1.826775093995734473e-03,2.905599518405063364e+00,2.905688217378911808e+00,2.894407637164341018e+00,2.915908785347780974e+00
9.100000000000000000e+01,1.797679939239430966e-03,2.907283118034458269e+00,2.907371447828574151e+00,2.896007684858813658e+00,2.917681878535962614e+00
9.200000000000000000e+01,1.769342516644305816e-03,2.908913713652496291e+00,2.909001719141675046e+00,2.897580950308325853e+00,2.919447328717607704e+00
9.300000000000000000e+01,1.741735757600137036e-03,2.910492436114991310e+00,2.910580161550176292e+00,2.898983616831123822e+00,2.921133818720822450e+00
9.400000000000000000e+01,1.714833820427034711e-03,2.912020389971756718e+00,2.912107878898950286e+00,2.900337554599365486e+00,2.922764753236248847e+00
9.500000000000000000e+01,1.688612023020385003e-03,2.913498653991272391e+00,2.913585949180284018e+00,2.901643878176154878e+00,2.924342367140787768e+00
9.600000000000000000e+01,1.663046779835630805e-03,2.914928281684936007e+00,2.915015425067482457e+00,2.902903673453075761e+00,2.925867738418245878e+00
9.700000000000000000e+01,1.638115542892177277e-03,2.916310301829182716e+00,2.916397334445849587e+00,2.904117998277437440e+00,2.927339327291675453e+00
9.800000000000000000e+01,1.613796746502404404e-03,2.917645718984914094e+00,2.917732680940894330e+00,2.905278726271999901e+00,2.928760698568958265e+00
9.900000000000000000e+01,1.590069755456008675e-03,2.918935514013175858e+00,2.919022444442355813e+00,2.906475507099079536e+00,2.930132962367451466e+00
1.000000000000000000e+02,1.566914816411911580e-03,2.920180644587119456e+00,2.920267581623596342e+00,2.907644826554454554e+00,2.931542674379865154e+00
1.010000000000000000e+02,1.544313012269980237e-03,2.921382045698676322e+00,2.921469026455723039e+00,2.908731719846955777e+00,2.932854565259249480e+00
1.020000000000000000e+02,1.522246219313056533e-03,2.922540630159673913e+00,2.922627690715643212e+00,2.909821235874982204e+00,2.934196893406864959e+00
1.030000000000000000e+02,1.500697066926359041e-03,2.923657289097114198e+00,2.923744464487768369e+00,2.910871787827689516e+00,2.935366945934279048e+00
1.040000000000000000e+02,1.479648899716494307e-03,2.924732892442459598e+00,2.924820216659233640e+00,2.911882089615786651e+00,2.936491276822686736e+00
1.050000000000000000e+02,1.459085741866098223e-03,2.925768289413720691e+00,2.925855795407458437e+00,2.912852973162584735e+00,2.937571826015338505e+00
1.060000000000000000e+02,1.438992263572803606e-03,2.926764308990618790e+00,2.926852028680611006e+00,2.913785251573994817e+00,2.938632602804308824e+00
