k0,sigma,P_mean,Ds_of_mean_P,mean_Ds
1.000000000000000000e+00,2.060000000000000000e+02,5.192604949966715937e-04,2.895566268184990300e+00,2.896537909687112666e+00
1.000000000000000000e+00,2.070000000000000000e+02,5.156334283192219288e-04,2.894525910844861993e+00,2.895509252615407814e+00
1.000000000000000000e+00,2.080000000000000000e+02,5.120502808963442757e-04,2.893478812306489178e+00,2.894473859946873340e+00
1.000000000000000000e+00,2.090000000000000000e+02,5.085103194797548206e-04,2.892425070601547965e+00,2.893431829526639465e+00
1.000000000000000000e+00,2.100000000000000000e+02,5.050128263665698948e-04,2.891364781966268005e+00,2.892383257409620878e+00
1.000000000000000000e+00,2.110000000000000000e+02,5.015570990007188869e-04,2.890298040877950392e+00,2.891328237897660802e+00
1.000000000000000000e+00,2.120000000000000000e+02,4.981424495863319511e-04,2.889224940091022820e+00,2.890266863575136735e+00
1.000000000000000000e+00,2.130000000000000000e+02,4.947682047126865032e-04,2.888145570672660867e+00,2.889199225343777044e+00
1.000000000000000000e+00,2.140000000000000000e+02,4.914337049903196985e-04,2.887060022037435392e+00,2.888125412457786201e+00
1.000000000000000000e+00,2.150000000000000000e+02,4.881383046979234619e-04,2.885968381981323549e+00,2.887045512557007143e+00
1.000000000000000000e+00,2.160000000000000000e+02,4.848813714396584310e-04,2.884870736714736150e+00,2.885959611699968619e+00
1.000000000000000000e+00,2.170000000000000000e+02,4.816622858125328178e-04,2.883767170895266130e+00,2.884867794396529295e+00
1.000000000000000000e+00,2.180000000000000000e+02,4.784804410835084084e-04,2.882657767660036452e+00,2.883770143639604822e+00
1.000000000000000000e+00,2.190000000000000000e+02,4.753352428760063229e-04,2.881542608655936366e+00,2.882666740935705185e+00
1.000000000000000000e+00,2.200000000000000000e+02,4.722261088655037038e-04,2.880421774071186380e+00,2.881557666335901491e+00
1.000000000000000000e+00,2.210000000000000000e+02,4.691524684839103805e-04,2.879295342665179280e+00,2.880442998465583937e+00
1.000000000000000000e+00,2.220000000000000000e+02,4.661137626324467101e-04,2.878163391797279758e+00,2.879322814553365806e+00
1.000000000000000000e+00,2.230000000000000000e+02,4.631094434027320256e-04,2.877025997456577056e+00,2.878197190460015875e+00
1.000000000000000000e+00,2.240000000000000000e+02,4.601389738058220226e-04,2.875883234289237311e+00,2.877066200706220211e+00
1.000000000000000000e+00,2.250000000000000000e+02,4.572018275089319446e-04,2.874735175626242256e+00,2.875929918500168103e+00
1.000000000000000000e+00,2.260000000000000000e+02,4.542974885795974518e-04,2.873581893510793517e+00,2.874788415764407024e+00
1.000000000000000000e+00,2.270000000000000000e+02,4.514254512370303616e-04,2.872423458724562284e+00,2.873641763162021689e+00
1.000000000000000000e+00,2.280000000000000000e+02,4.485852196104407694e-04,2.871259940813639222e+00,2.872490030122978766e+00
1.000000000000000000e+00,2.290000000000000000e+02,4.457763075040981353e-04,2.870091408113645048e+00,2.871333284868525570e+00
1.000000000000000000e+00,2.300000000000000000e+02,4.429982381689205151e-04,2.868917927774990773e+00,2.870171594436448093e+00
1.000000000000000000e+00,2.310000000000000000e+02,4.402505440803783474e-04,2.867739565786933564e+00,2.869005024705320928e+00
1.000000000000000000e+00,2.320000000000000000e+02,4.375327667225199714e-04,2.866556387001713446e+00,2.867833640418046670e+00
1.000000000000000000e+00,2.330000000000000000e+02,4.348444563779172681e-04,2.865368455157642824e+00,2.866657505205287837e+00
1.000000000000000000e+00,2.340000000000000000e+02,4.321851719233549163e-04,2.864175832901832752e+00,2.865476681607834308e+00
1.000000000000000000e+00,2.350000000000000000e+02,4.295544806310736918e-04,2.862978581812909873e+00,2.864291231099366453e+00
1.000000000000000000e+00,2.360000000000000000e+02,4.269519579754037144e-04,2.861776762422456155e+00,2.863101214107733661e+00
1.000000000000000000e+00,2.370000000000000000e+02,4.243771874446127619e-04,2.860570434236958004e+00,2.861906690036860379e+00
1.000000000000000000e+00,2.380000000000000000e+02,4.218297603578142845e-04,2.859359655758393348e+00,2.860707717287215068e+00
1.000000000000000000e+00,2.390000000000000000e+02,4.193092756867750916e-04,2.858144484505170002e+00,2.859504353276662858e+00
1.000000000000000000e+00,2.400000000000000000e+02,4.168153398824753133e-04,2.856924977031847224e+00,2.858296654460281250e+00
1.000000000000000000e+00,2.410000000000000000e+02,4.143475667062739985e-04,2.855701188948831959e+00,2.857084676349751717e+00
1.000000000000000000e+00,2.420000000000000000e+02,4.119055770655410302e-04,2.854473174942013358e+00,2.855868473533256235e+00
1.000000000000000000e+00,2.430000000000000000e+02,4.094889988536186388e-04,2.853240988791490462e+00,2.854648099693642305e+00
1.000000000000000000e+00,2.440000000000000000e+02,4.070974667939840906e-04,2.852004683389695483e+00,2.853423607627150194e+00
1.000000000000000000e+00,2.450000000000000000e+02,4.047306222884853449e-04,2.850764310760282250e+00,2.852195049261689874e+00
1.000000000000000000e+00,2.460000000000000000e+02,4.023881132695277061e-04,2.849519922074686740e+00,2.850962475673611163e+00
1.000000000000000000e+00,2.470000000000000000e+02,4.000695940560968704e-04,2.848271567670147331e+00,2.849725937105849649e+00
1.000000000000000000e+00,2.480000000000000000e+02,3.977747252134980764e-04,2.847019297067367560e+00,2.848485482984967287e+00
1.000000000000000000e+00,2.490000000000000000e+02,3.955031734167077629e-04,2.845763158985544994e+00,2.847241161936964193e+00
1.000000000000000000e+00,2.500000000000000000e+02,3.932546113172284458e-04,2.844503201359367406e+00,2.845993021803671752e+00
1.000000000000000000e+00,2.510000000000000000e+02,3.910287174133430035e-04,2.843239471355679004e+00,2.844741109659302936e+00
1.000000000000000000e+00,2.520000000000000000e+02,3.888251759236698696e-04,2.841972015387753459e+00,2.843485471825236033e+00
1.000000000000000000e+00,2.530000000000000000e+02,3.866436766639251869e-04,2.840700879131010659e+00,2.842226153885433870e+00
1.000000000000000000e+00,2.540000000000000000e+02,3.844839149267937489e-04,2.839426107538519428e+00,2.840963200701654756e+00
1.000000000000000000e+00,2.550000000000000000e+02,3.823455913648237813e-04,2.838147744854833565e+00,2.839696656427451060e+00
1.000000000000000000e+00,2.560000000000000000e+02,3.802284118762554654e-04,nan,nan
1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,nan,nan
1.500000000000000000e+00,1.000000000000000000e+00,2.000000000000018430e-01,3.999999999999953815e+00,3.999999999999956923e+00
1.500000000000000000e+00,2.000000000000000000e+00,2.000000000000018430e-01,8.716210937500178391e-01,8.716210937500176170e-01
1.500000000000000000e+00,3.000000000000000000e+00,1.128378906249992569e-01,2.773513579007560015e+00,2.773585015779438390e+00
1.500000000000000000e+00,4.000000000000000000e+00,9.568085937500006577e-02,1.711085436203491073e+00,1.711098249982244912e+00
1.500000000000000000e+00,5.000000000000000000e+00,7.190835937500003605e-02,2.430605577628647929e+00,2.430664966990453646e+00
1.500000000000000000e+00,6.000000000000000000e+00,6.072468749999999221e-02,2.118894601145541401e+00,2.118923766091600491e+00
1.500000000000000000e+00,7.000000000000000000e+00,5.046349062500001675e-02,2.371225818764885584e+00,2.371276893793933027e+00
1.500000000000000000e+00,8.000000000000000000e+00,4.363035437500002028e-02,2.298959003126365808e+00,2.299004185939098832e+00
1.500000000000000000e+00,9.000000000000000000e+00,3.792544112500000064e-02,2.392658828302557161e+00,2.392716805320671103e+00
1.500000000000000000e+00,1.000000000000000000e+01,3.354783865000000864e-02,2.388335817574345210e+00,2.388398863220045243e+00
1.500000000000000000e+00,1.100000000000000000e+01,2.991309066000000239e-02,2.429848739341202712e+00,2.429922043283680555e+00
1.500000000000000000e+00,1.200000000000000000e+01,2.694017631999999843e-02,2.441783733299633496e+00,2.441865075977698751e+00
1.500000000000000000e+00,1.300000000000000000e+01,2.443125030080000454e-02,2.465285896214150618e+00,2.465375867956164146e+00
1.500000000000000000e+00,1.400000000000000000e+01,2.230709810512000041e-02,2.479452099562575285e+00,2.479549529930395568e+00
1.500000000000000000e+00,1.500000000000000000e+01,2.048058021280799515e-02,2.495949598957551530e+00,2.496053747408661483e+00
1.500000000000000000e+00,1.600000000000000000e+01,1.889919837388159482e-02,2.509166264840453131e+00,2.509276120247554420e+00
1.500000000000000000e+00,1.700000000000000000e+01,1.751675327579104227e-02,2.522443888735103723e+00,2.522558499409448096e+00
1.500000000000000000e+00,1.800000000000000000e+01,1.630007912382278740e-02,2.534350118734075341e+00,2.534468610690984391e+00
1.500000000000000000e+00,1.900000000000000000e+01,1.522174730563353659e-02,2.545879187735572202e+00,2.546000756111602925e+00
1.500000000000000000e+00,2.000000000000000000e+01,1.426046177296055352e-02,2.556705376704661692e+00,2.556829351682460061e+00
1.500000000000000000e+00,2.100000000000000000e+01,1.339875734117255968e-02,2.567149041699353429e+00,2.567274847839028151e+00
1.500000000000000000e+00,2.200000000000000000e+01,1.262252810303896716e-02,2.577160778637315630e+00,2.577287961086412782e+00
1.500000000000000000e+00,2.300000000000000000e+01,1.192010805233622781e-02,2.586857783800813770e+00,2.586985977740365872e+00
1.500000000000000000e+00,2.400000000000000000e+01,1.128184878569406593e-02,2.596250079192578220e+00,2.596379010094628015e+00
1.500000000000000000e+00,2.500000000000000000e+01,1.069967051886552313e-02,2.605387560938599023e+00,2.605517023451592085e+00
1.500000000000000000e+00,2.600000000000000000e+01,1.016677724665431860e-02,2.614286879569823974e+00,2.614416728505514431e+00
1.500000000000000000e+00,2.700000000000000000e+01,9.677406197194853704e-03,2.622972325601585553e+00,2.623102461062951640e+00
1.500000000000000000e+00,2.800000000000000000e+01,9.226645074845156447e-03,2.631456677998346372e+00,2.631587035452649825e+00
1.500000000000000000e+00,2.900000000000000000e+01,8.810280597276216527e-03,2.639752921869765512e+00,2.639883461796099340e+00
1.500000000000000000e+00,3.000000000000000000e+01,8.424680800736453201e-03,2.647869470634359956e+00,2.648000170647584195e+00
1.500000000000000000e+00,3.100000000000000000e+01,8.066698760872566959e-03,2.655813724905148998e+00,2.655944572912355195e+00
1.500000000000000000e+00,3.200000000000000000e+01,7.733595339968687976e-03,2.663591033507125339e+00,2.663722022408758328e+00
1.500000000000000000e+00,3.300000000000000000e+01,7.422975785737783057e-03,2.671205884077382908e+00,2.671337007621697346e+00
1.500000000000000000e+00,3.400000000000000000e+01,7.132737867355757634e-03,2.678661777506129660e+00,2.678793027208410393e+00
1.500000000000000000e+00,3.500000000000000000e+01,6.861028953553769717e-03,2.685961681562851755e+00,2.686093044536773000e+00
1.500000000000000000e+00,3.600000000000000000e+01,6.606210414060366236e-03,2.693108089161846852e+00,2.693239546683271701e+00
1.500000000000000000e+00,3.700000000000000000e+01,6.366827878420125084e-03,2.700103215170978732e+00,2.700234741871532229e+00
1.500000000000000000e+00,3.800000000000000000e+01,6.141586294466787853e-03,2.706949064422226936e+00,2.707080627961587993e+00
1.500000000000000000e+00,3.900000000000000000e+01,5.929328897528671379e-03,2.713647524869478911e+00,2.713779086002733543e+00
1.500000000000000000e+00,4.000000000000000000e+01,5.729019405058691575e-03,2.720200413578300669e+00,2.720331926511068144e+00
1.500000000000000000e+00,4.100000000000000000e+01,5.539726873652702291e-03,2.726609521692660909e+00,2.726740934658191229e+00
1.500000000000000000e+00,4.200000000000000000e+01,5.360612769905565358e-03,2.732876639681900865e+00,2.733007895668390752e+00
1.500000000000000000e+00,4.300000000000000000e+01,5.190919887622811625e-03,2.739003577614967710e+00,2.739134615195269351e+00
1.500000000000000000e+00,4.400000000000000000e+01,5.029962813084366130e-03,2.744992176243189697e+00,2.745122930460578203e+00
1.500000000000000000e+00,4.500000000000000000e+01,4.877119692879385016e-03,2.750844314084494258e+00,2.750974717362084210e+00
1.500000000000000000e+00,4.600000000000000000e+01,4.731825102500660137e-03,2.756561909982815806e+00,2.756691893028177631e+00
1.500000000000000000e+00,4.700000000000000000e+01,4.593563848482562148e-03,2.762146923210640814e+00,2.762276415895181803e+00
1.500000000000000000e+00,4.800000000000000000e+01,4.461865565252623109e-03,2.767601351373043528e+00,2.767730283569635574e+00
1.500000000000000000e+00,4.900000000000000000e+01,4.336299990815103630e-03,2.772927227042603970e+00,2.773055529410027198e+00
1.500000000000000000e+00,5.000000000000000000e+01,4.216472824249443627e-03,2.778126613438372861e+00,2.778254218144158294e+00
1.500000000000000000e+00,5.100000000000000000e+01,4.102022083457362855e-03,2.783201599602812326e+00,2.783328440979016882e+00
1.500000000000000000e+00,5.200000000000000000e+01,3.992614894361510430e-03,2.788154295299439145e+00,2.788280310428258524e+00
1.500000000000000000e+00,5.300000000000000000e+01,3.887944653319082809e-03,2.792986825859273825e+00,2.793111955087487441e+00
1.500000000000000000e+00,5.400000000000000000e+01,3.787728513297544414e-03,2.797701327107876335e+00,2.797825514490173582e+00
1.500000000000000000e+00,5.500000000000000000e+01,3.691705151682473859e-03,2.802299940483934382e+00,2.802423134156753370e+00
1.500000000000000000e+00,5.600000000000000000e+01,3.599632783718562015e-03,2.806784808414956256e+00,2.806906960903051917e+00
1.500000000000000000e+00,5.700000000000000000e+01,3.511287390732229213e-03,2.811158069997655051e+00,2.811279138456525217e+00
1.500000000000000000e+00,5.800000000000000000e+01,3.426461136621405598e-03,2.815421857007210704e+00,2.815541803405183785e+00
1.500000000000000000e+00,5.900000000000000000e+01,3.344960949762752073e-03,2.819578290247620522e+00,2.819697081491256974e+00
1.500000000000000000e+00,6.000000000000000000e+01,3.266607250592979891e-03,2.823629476243599168e+00,2.823747084250626482e+00
1.500000000000000000e+00,6.100000000000000000e+01,3.191232807761328755e-03,2.827577504267367647e+00,2.827693905991514711e+00
1.500000000000000000e+00,6.200000000000000000e+01,3.118681708001079522e-03,2.831424443687584169e+00,2.831539621099834925e+00
1.500000000000000000e+00,6.300000000000000000e+01,3.048808426791722263e-03,2.835172341625209036e+00,2.835286281655597040e+00
1.500000000000000000e+00,6.400000000000000000e+01,2.981476988531972256e-03,2.838823220897882305e+00,2.838935915341978422e+00
1.500000000000000000e+00,6.500000000000000000e+01,2.916560206360202696e-03,2.842379078232966538e+00,2.842490523627668964e+00
1.500000000000000000e+00,6.600000000000000000e+01,2.853938992978663578e-03,2.845841882729862604e+00,2.845952080202077461e+00
1.500000000000000000e+00,6.700000000000000000e+01,2.793501734890891080e-03,2.849213574551471950e+00,2.849322529643599999e+00
1.500000000000000000e+00,6.800000000000000000e+01,2.735143723372929041e-03,2.852496063825171735e+00,2.852603786301169730e+00
1.500000000000000000e+00,6.900000000000000000e+01,2.678766636289164546e-03,2.855691229734791392e+00,2.855797733370134761e+00
1.500000000000000000e+00,7.000000000000000000e+01,2.624278065550361867e-03,2.858800919785692951e+00,2.858906222144345310e+00
1.500000000000000000e+00,7.100000000000000000e+01,2.571591085609610354e-03,2.861826949226086825e+00,2.861931071427541884e+00
1.500000000000000000e+00,7.200000000000000000e+01,2.520623858913923106e-03,2.864771100609142973e+00,2.864874067088440945e+00
1.500000000000000000e+00,7.300000000000000000e+01,2.471299274685686675e-03,2.867635123481218962e+00,2.867736961744192570e+00
1.500000000000000000e+00,7.400000000000000000e+01,2.423544617808137680e-03,2.870420734182814737e+00,2.870521474558917596e+00
1.500000000000000000e+00,7.500000000000000000e+01,2.377291264940096897e-03,2.873129615750036336e+00,2.873229291144986153e+00
1.500000000000000000e+00,7.600000000000000000e+01,2.332474405293960898e-03,2.875763417905071950e+00,2.875862063555058246e+00
1.500000000000000000e+00,7.700000000000000000e+01,2.289032783782935562e-03,2.878323757125649252e+00,2.878421410354797150e+00
1.500000000000000000e+00,7.800000000000000000e+01,2.246908464483546829e-03,2.880812216784075286e+00,2.880908916766685923e+00
1.500000000000000000e+00,7.900000000000000000e+01,2.206046612571656729e-03,2.883230347347616185e+00,2.883326134876366353e+00
1.500000000000000000e+00,8.000000000000000000e+01,2.166395293078103666e-03,2.885579666632303919e+00,2.885674583893622636e+00
1.500000000000000000e+00,8.100000000000000000e+01,2.127905284976730396e-03,2.887861660103169914e+00,2.887955750460653448e+00
1.500000000000000000e+00,8.200000000000000000e+01,2.090529909265570214e-03,2.890077781214972052e+00,2.890171089001758897e+00
1.500000000000000000e+00,8.300000000000000000e+01,2.054224869833635569e-03,2.892229451788288941e+00,2.892322022108966717e+00
1.500000000000000000e+00,8.400000000000000000e+01,2.018948106023054495e-03,2.894318062415263793e+00,2.894409940957802796e+00
1.500000000000000000e+00,8.500000000000000000e+01,1.984659655900997306e-03,2.896344972890465996e+00,2.896436205748527115e+00
1.500000000000000000e+00,8.600000000000000000e+01,1.951321529349320672e-03,2.898311512663622302e+00,2.898402146169715365e+00
1.500000000000000000e+00,8.700000000000000000e+01,1.918897590163537751e-03,2.900218981310203503e+00,2.900309061879827510e+00
1.500000000000000000e+00,8.800000000000000000e+01,1.887353446427680447e-03,2.902068649016958268e+00,2.902158223003521886e+00
1.500000000000000000e+00,8.900000000000000000e+01,1.856656348498857308e-03,2.903861757078687322e+00,2.903950870639643078e+00
1.500000000000000000e+00,9.000000000000000000e+01,1.826775093995734473e-03,2.905599518405063364e+00,2.905688217378911808e+00
1.500000000000000000e+00,9.100000000000000000e+01,1.797679939239430966e-03,2.907283118034458269e+00,2.907371447828574151e+00
1.500000000000000000e+00,9.200000000000000000e+01,1.769342516644305816e-03,2.908913713652496291e+00,2.909001719141675046e+00
1.500000000000000000e+00,9.300000000000000000e+01,1.741735757600137036e-03,2.910492436114991310e+00,2.910580161550176292e+00
1.500000000000000000e+00,9.400000000000000000e+01,1.714833820427034711e-03,2.912020389971756718e+00,2.912107878898950286e+00
1.500000000000000000e+00,9.500000000000000000e+01,1.688612023020385003e-03,2.913498653991272391e+00,2.913585949180284018e+00
1.500000000000000000e+00,9.600000000000000000e+01,1.663046779835630805e-03,2.914928281684936007e+00,2.915015425067482457e+00
1.500000000000000000e+00,9.700000000000000000e+01,1.638115542892177277e-03,2.916310301829182716e+00,2.916397334445849587e+00
1.500000000000000000e+00,9.800000000000000000e+01,1.613796746502404404e-03,2.917645718984914094e+00,2.917732680940894330e+00
1.500000000000000000e+00,9.900000000000000000e+01,1.590069755456008675e-03,2.918935514013175858e+00,2.919022444442355813e+00
1.500000000000000000e+00,1.000000000000000000e+02,1.566914816411911580e-03,2.920180644587119456e+00,2.920267581623596342e+00
1.500000000000000000e+00,1.010000000000000000e+02,1.544313012269980237e-03,2.921382045698676322e+00,2.921469026455723039e+00
1.500000000000000000e+00,1.020000000000000000e+02,1.522246219313056533e-03,2.922540630159673913e+00,2.922627690715643212e+00
1.500000000000000000e+00,1.030000000000000000e+02,1.500697066926359041e-03,2.923657289097114198e+00,2.923744464487768369e+00
1.500000000000000000e+00,1.040000000000000000e+02,1.479648899716494307e-03,2.924732892442459598e+00,2.924820216659233640e+00
1.500000000000000000e+00,1.050000000000000000e+02,1.459085741866098223e-03,2.925768289413720691e+00,2.925855795407458437e+00
1.500000000000000000e+00,1.060000000000000000e+02,1.438992263572803606e-03,2.926764308990618790e+00,2.926852028680611006e+00
1.500000000000000000e+00,1.070000000000000000e+02,1.419353749432716123e-03,2.927721760382890448e+00,2.927809724670501712e+00
1.500000000000000000e+00,1.080000000000000000e+02,1.400156068639203536e-03,2.928641433490564605e+00,2.928729672277162521e+00
1.500000000000000000e+00,1.090000000000000000e+02,1.381385646877438065e-03,2.929524099357454059e+00,2.929612641566072817e+00
1.500000000000000000e+00,1.100000000000000000e+02,1.363029439804029760e-03,2.930370510615857516e+00,2.930459384216575369e+00
1.500000000000000000e+00,1.110000000000000000e+02,1.345074908009229143e-03,2.931181401923849794e+00,2.931270633962068661e+00
1.500000000000000000e+00,1.120000000000000000e+02,1.327509993366632595e-03,2.931957490394948351e+00,2.932047107022541343e+00
1.500000000000000000e+00,1.130000000000000000e+02,1.310323096682216226e-03,2.932699476019133389e+00,2.932789502528057923e+00
1.500000000000000000e+00,1.140000000000000000e+02,1.293503056560829905e-03,2.933408042076429467e+00,2.933498502934063445e+00
1.500000000000000000e+00,1.150000000000000000e+02,1.277039129414093586e-03,2.934083855541553820e+00,2.934174774428235821e+00
1.500000000000000000e+00,1.160000000000000000e+02,1.260920970539014833e-03,2.934727567481203447e+00,2.934818967328966632e+00
1.500000000000000000e+00,1.170000000000000000e+02,1.245138616201541849e-03,2.935339813443369028e+00,2.935431716475812802e+00
1.500000000000000000e+00,1.180000000000000000e+02,1.229682466663868093e-03,2.935921213837912269e+00,2.936013641611118885e+00
1.500000000000000000e+00,1.190000000000000000e+02,1.214543270098465732e-03,2.936472374309551991e+00,2.936565347753584465e+00
1.500000000000000000e+00,1.200000000000000000e+02,1.199712107335735916e-03,2.936993886102789109e+00,2.937087425563676746e+00
1.500000000000000000e+00,1.210000000000000000e+02,1.185180377395727820e-03,2.937486326419225691e+00,2.937580451701053086e+00
1.500000000000000000e+00,1.220000000000000000e+02,1.170939783757716677e-03,2.937950258766806488e+00,2.938044989173766997e+00
1.500000000000000000e+00,1.230000000000000000e+02,1.156982321324487393e-03,2.938386233300958494e+00,2.938481587679476981e+00
1.500000000000000000e+00,1.240000000000000000e+02,1.143300264041030015e-03,2.938794787158534483e+00,2.938890783938889584e+00
1.500000000000000000e+00,1.250000000000000000e+02,1.129886153129965173e-03,2.939176444784766140e+00,2.939273102021852324e+00
1.500000000000000000e+00,1.260000000000000000e+02,1.116732785908485480e-03,2.939531718251081394e+00,2.939629053665181679e+00
1.500000000000000000e+00,1.270000000000000000e+02,1.103833205153862893e-03,2.939861107566863030e+00,2.939959138583182252e+00
1.500000000000000000e+00,1.280000000000000000e+02,1.091180688986653075e-03,2.940165100984013513e+00,2.940263844771206170e+00
1.500000000000000000e+00,1.290000000000000000e+02,1.078768741242720330e-03,2.940444175293120299e+00,2.940543648801233534e+00
1.500000000000000000e+00,1.300000000000000000e+02,1.066591082306998436e-03,2.940698796113933255e+00,2.940799016110881237e+00
1.500000000000000000e+00,1.310000000000000000e+02,1.054641640383596887e-03,2.940929418178431565e+00,2.941030401285295248e+00
1.500000000000000000e+00,1.320000000000000000e+02,1.042914543178448221e-03,2.941136485606277606e+00,2.941238248331612848e+00
1.500000000000000000e+00,1.330000000000000000e+02,1.031404109972145844e-03,2.941320432174959087e+00,2.941422990947397675e+00
1.500000000000000000e+00,1.340000000000000000e+02,1.020104844061979791e-03,2.941481681582274632e+00,2.941585052782002219e+00
1.500000000000000000e+00,1.350000000000000000e+02,1.009011425553476768e-03,2.941620647702742009e+00,2.941724847691477240e+00
1.500000000000000000e+00,1.360000000000000000e+02,9.981187044828976774e-04,2.941737734837808649e+00,2.941842779987318135e+00
1.500000000000000000e+00,1.370000000000000000e+02,9.874216942532946552e-04,2.941833337959219197e+00,2.941939244678255072e+00
1.500000000000000000e+00,1.380000000000000000e+02,9.769155653677260177e-04,2.941907842947521168e+00,2.942014627707211449e+00
1.500000000000000000e+00,1.390000000000000000e+02,9.665956394442162163e-04,2.941961626823189402e+00,2.942069306181124499e+00
1.500000000000000000e+00,1.400000000000000000e+02,9.564573834979453893e-04,2.941995057972276673e+00,2.942103648594911913e+00
1.500000000000000000e+00,1.410000000000000000e+02,9.464964044769872895e-04,2.942008496367314319e+00,2.942118015050772861e+00
1.500000000000000000e+00,1.420000000000000000e+02,9.367084440387084352e-04,2.942002293781492028e+00,2.942112757470822793e+00
1.500000000000000000e+00,1.430000000000000000e+02,9.270893735546888908e-04,2.941976793997505002e+00,2.942088219804626537e+00
1.500000000000000000e+00,1.440000000000000000e+02,9.176351893326973935e-04,2.941932333011594292e+00,2.942044738231382794e+00
1.500000000000000000e+00,1.450000000000000000e+02,9.083420080449175135e-04,2.941869239231720723e+00,2.941982641356824857e+00
1.500000000000000000e+00,1.460000000000000000e+02,8.992060623522193583e-04,2.941787833671038577e+00,2.941902250405255881e+00
1.500000000000000000e+00,1.470000000000000000e+02,8.902236967148421682e-04,2.941688430136204069e+00,2.941803879406213795e+00
1.500000000000000000e+00,1.480000000000000000e+02,8.813913633803885286e-04,2.941571335410601229e+00,2.941687835376334270e+00
1.500000000000000000e+00,1.490000000000000000e+02,8.727056185405298715e-04,2.941436849433061607e+00,2.941554418496685308e+00
1.500000000000000000e+00,1.500000000000000000e+02,8.641631186482919696e-04,2.941285265471806021e+00,2.941403922285431349e+00
1.500000000000000000e+00,1.510000000000000000e+02,8.557606168882339690e-04,2.941116870293969843e+00,2.941236633765903719e+00
1.500000000000000000e+00,1.520000000000000000e+02,8.474949597922445564e-04,2.940931944330429371e+00,2.941052833630062757e+00
1.500000000000000000e+00,1.530000000000000000e+02,8.393630839940757803e-04,2.940730761836200191e+00,2.940852796397879665e+00
1.500000000000000000e+00,1.540000000000000000e+02,8.313620131160937010e-04,2.940513591047199338e+00,2.940636790572773052e+00
1.500000000000000000e+00,1.550000000000000000e+02,8.234888547820742649e-04,2.940280694332248146e+00,2.940405078792216020e+00
1.500000000000000000e+00,1.560000000000000000e+02,8.157407977502001200e-04,2.940032328341152912e+00,2.940157917975128488e+00
1.500000000000000000e+00,1.570000000000000000e+02,8.081151091607127876e-04,2.939768744149614310e+00,2.939895559465265151e+00
1.500000000000000000e+00,1.580000000000000000e+02,8.006091318929662529e-04,2.939490187398990706e+00,2.939618249170107500e+00
1.500000000000000000e+00,1.590000000000000000e+02,7.932202820269064654e-04,2.939196898433130922e+00,2.939326227697011795e+00
1.500000000000000000e+00,1.600000000000000000e+02,7.859460464042383483e-04,2.938889112432229833e+00,2.939019730485371351e+00
1.500000000000000000e+00,1.610000000000000000e+02,7.787839802848028903e-04,2.938567059541526749e+00,2.938698987934950768e+00
1.500000000000000000e+00,1.620000000000000000e+02,7.717317050939056806e-04,2.938230964997841532e+00,2.938364225531614693e+00
1.500000000000000000e+00,1.630000000000000000e+02,7.647869062565467412e-04,2.937881049252147214e+00,2.938015663968848390e+00
1.500000000000000000e+00,1.640000000000000000e+02,7.579473311147198701e-04,2.937517528089210739e+00,2.937653519266582247e+00
1.500000000000000000e+00,1.650000000000000000e+02,7.512107869241203611e-04,2.937140612744394641e+00,2.937278002887327322e+00
1.500000000000000000e+00,1.660000000000000000e+02,7.445751389268016277e-04,2.936750510015975202e+00,2.936889321847837575e+00
1.500000000000000000e+00,1.670000000000000000e+02,7.380383084964787935e-04,2.936347422375894745e+00,2.936487678829200476e+00
1.500000000000000000e+00,1.680000000000000000e+02,7.315982713533387494e-04,2.935931548076833320e+00,2.936073272283430846e+00
1.500000000000000000e+00,1.690000000000000000e+02,7.252530558453791328e-04,2.935503081256953362e+00,2.935646296537315791e+00
1.500000000000000000e+00,1.700000000000000000e+02,7.190007412934267287e-04,2.935062212041470442e+00,2.935206941893671484e+00
1.500000000000000000e+00,1.710000000000000000e+02,7.128394563971430023e-04,2.934609126640905785e+00,2.934755394729347433e+00
1.500000000000000000e+00,1.720000000000000000e+02,7.067673776994337588e-04,2.934144007448387548e+00,2.934291837591522345e+00
1.500000000000000000e+00,1.730000000000000000e+02,7.007827281068127433e-04,2.933667033133111612e+00,2.933816449291187567e+00
1.500000000000000000e+00,1.740000000000000000e+02,6.948837754633872777e-04,2.933178378731134295e+00,2.933329404993608946e+00
1.500000000000000000e+00,1.750000000000000000e+02,6.890688311762364904e-04,2.932678215734349170e+00,2.932830876306661505e+00
1.500000000000000000e+00,1.760000000000000000e+02,6.833362488900611128e-04,2.932166712177502355e+00,2.932321031367618680e+00
1.500000000000000000e+00,1.770000000000000000e+02,6.776844232090792298e-04,2.931644032721961501e+00,2.931800034926977716e+00
1.500000000000000000e+00,1.780000000000000000e+02,6.721117884642446080e-04,2.931110338737352272e+00,2.931268048429625850e+00
1.500000000000000000e+00,1.790000000000000000e+02,6.666168175239399040e-04,2.930565788382468728e+00,2.930725230095160061e+00
1.500000000000000000e+00,1.800000000000000000e+02,6.611980206463895400e-04,2.930010536681488809e+00,2.930171734994835298e+00
1.500000000000000000e+00,1.810000000000000000e+02,6.558539443721239821e-04,2.929444735600174265e+00,2.929607715127044543e+00
