k0,sigma,P_mean,Ds_of_mean_P,mean_Ds
2.000000000000000000e+00,1.580000000000000000e+02,8.409280526512211747e-04,2.958741033960633704e+00,2.959018811945233196e+00
2.000000000000000000e+00,1.590000000000000000e+02,8.331160318987224436e-04,2.958804952906502805e+00,2.959084923386238408e+00
2.000000000000000000e+00,1.600000000000000000e+02,8.254247328931850003e-04,2.958852217974498267e+00,2.959134355311539899e+00
2.000000000000000000e+00,1.610000000000000000e+02,8.178515956381473932e-04,2.958883037531681914e+00,2.959167315562789113e+00
2.000000000000000000e+00,1.620000000000000000e+02,8.103941290823034197e-04,2.958897615567173123e+00,2.959184007645596637e+00
2.000000000000000000e+00,1.630000000000000000e+02,8.030499088714111982e-04,2.958896151815839204e+00,2.959184630851918296e+00
2.000000000000000000e+00,1.640000000000000000e+02,7.958165751861336111e-04,2.958878841878849197e+00,2.959169380379319758e+00
2.000000000000000000e+00,1.650000000000000000e+02,7.886918306620530322e-04,2.958845877340545272e+00,2.959138447446933107e+00
2.000000000000000000e+00,1.660000000000000000e+02,7.816734383882755323e-04,2.958797445881931498e+00,2.959092019407617791e+00
2.000000000000000000e+00,1.670000000000000000e+02,7.747592199812278679e-04,2.958733731390372768e+00,2.959030279856797119e+00
2.000000000000000000e+00,1.680000000000000000e+02,7.679470537304063527e-04,2.958654914066829011e+00,2.958953408738526303e+00
2.000000000000000000e+00,1.690000000000000000e+02,7.612348728129980473e-04,2.958561170530262352e+00,2.958861582448800487e+00
2.000000000000000000e+00,1.700000000000000000e+02,7.546206635744413891e-04,2.958452673917896902e+00,2.958754973934557775e+00
2.000000000000000000e+00,1.710000000000000000e+02,7.481024638721421420e-04,2.958329593982887751e+00,2.958633752790587490e+00
2.000000000000000000e+00,1.720000000000000000e+02,7.416783614796783938e-04,2.958192097189873415e+00,2.958498085353881812e+00
2.000000000000000000e+00,1.730000000000000000e+02,7.353464925489681947e-04,2.958040346807055965e+00,2.958348134794701600e+00
2.000000000000000000e+00,1.740000000000000000e+02,7.291050401279853188e-04,2.957874502995394561e+00,2.958184061204718773e+00
2.000000000000000000e+00,1.750000000000000000e+02,7.229522327317268069e-04,2.957694722895523043e+00,2.958006021683095454e+00
2.000000000000000000e+00,1.760000000000000000e+02,7.168863429642358077e-04,2.957501160712349364e+00,2.957814170419886590e+00
2.000000000000000000e+00,1.770000000000000000e+02,7.109056861895929509e-04,2.957293967796324807e+00,2.957608658776360144e+00
2.000000000000000000e+00,1.780000000000000000e+02,7.050086192498821900e-04,2.957073292723191749e+00,2.957389635363852243e+00
2.000000000000000000e+00,1.790000000000000000e+02,6.991935392282250857e-04,2.956839281370514882e+00,2.957157246119383132e+00
2.000000000000000000e+00,1.800000000000000000e+02,6.934588822550749728e-04,2.956592076992638152e+00,2.956911634379782772e+00
2.000000000000000000e+00,1.810000000000000000e+02,6.878031223560277223e-04,2.956331820292630752e+00,2.956652940952422703e+00
2.000000000000000000e+00,1.820000000000000000e+02,6.822247703395072907e-04,2.956058649492863122e+00,2.956381304185285330e+00
2.000000000000000000e+00,1.830000000000000000e+02,6.767223727227289183e-04,2.955772700403591191e+00,2.956096860034207019e+00
2.000000000000000000e+00,1.840000000000000000e+02,6.712945106944461643e-04,2.955474106487772978e+00,2.955799742127498853e+00
2.000000000000000000e+00,1.850000000000000000e+02,6.659397991130288361e-04,2.955162998926017526e+00,2.955490081829410975e+00
2.000000000000000000e+00,1.860000000000000000e+02,6.606568855384945546e-04,2.954839506678234695e+00,2.955168008301392035e+00
2.000000000000000000e+00,1.870000000000000000e+02,6.554444492971785987e-04,2.954503756544126336e+00,2.954833648561796089e+00
2.000000000000000000e+00,1.880000000000000000e+02,6.503012005777752480e-04,2.954155873221698148e+00,2.954487127542980929e+00
2.000000000000000000e+00,1.890000000000000000e+02,6.452258795575511715e-04,2.953795979363353919e+00,2.954128568147665668e+00
2.000000000000000000e+00,1.900000000000000000e+02,6.402172555575727161e-04,2.953424195631132232e+00,2.953758091302774336e+00
2.000000000000000000e+00,1.910000000000000000e+02,6.352741262258443551e-04,2.953040640749733825e+00,2.953375816011585275e+00
2.000000000000000000e+00,1.920000000000000000e+02,6.303953167473020638e-04,2.952645431558216238e+00,2.952981859405366727e+00
2.000000000000000000e+00,1.930000000000000000e+02,6.255796790796484385e-04,2.952238683059874358e+00,2.952576336792041456e+00
2.000000000000000000e+00,1.940000000000000000e+02,6.208260912140630989e-04,2.951820508470784254e+00,2.952159361704156826e+00
2.000000000000000000e+00,1.950000000000000000e+02,6.161334564598575873e-04,2.951391019266591087e+00,2.951731045945365839e+00
2.000000000000000000e+00,1.960000000000000000e+02,6.115007027521897299e-04,2.950950325228125060e+00,2.951291499634944415e+00
2.000000000000000000e+00,1.970000000000000000e+02,6.069267819819810497e-04,2.950498534485838764e+00,2.950840831251821950e+00
2.000000000000000000e+00,1.980000000000000000e+02,6.024106693472250536e-04,2.950035753561996543e+00,2.950379147676268410e+00
2.000000000000000000e+00,1.990000000000000000e+02,5.979513627249026259e-04,2.949562087412534339e+00,2.949906554230995681e+00
2.000000000000000000e+00,2.000000000000000000e+02,5.935478820627525243e-04,2.949077639466937573e+00,2.949423154720574480e+00
2.000000000000000000e+00,2.010000000000000000e+02,5.891992687901815131e-04,2.948582511667231287e+00,2.948929051469943108e+00
2.000000000000000000e+00,2.020000000000000000e+02,5.849045852476189447e-04,2.948076804505883608e+00,2.948424345361629673e+00
2.000000000000000000e+00,2.030000000000000000e+02,5.806629141336585448e-04,2.947560617062249033e+00,2.947909135871702002e+00
2.000000000000000000e+00,2.040000000000000000e+02,5.764733579693481552e-04,2.947034047038213700e+00,2.947383521104941728e+00
2.000000000000000000e+00,2.050000000000000000e+02,5.723350385790207167e-04,2.946497190791927068e+00,2.946847597828277987e+00
2.000000000000000000e+00,2.060000000000000000e+02,5.682470965870804790e-04,2.945950143371371954e+00,2.946301461503635810e+00
2.000000000000000000e+00,2.070000000000000000e+02,5.642086909301805443e-04,2.945392998547053942e+00,2.945745206320116161e+00
2.000000000000000000e+00,2.080000000000000000e+02,5.602189983842536559e-04,2.944825848842521410e+00,2.945178925224409383e+00
2.000000000000000000e+00,2.090000000000000000e+02,5.562772131058795009e-04,2.944248785565275917e+00,2.944602709950988828e+00
2.000000000000000000e+00,2.100000000000000000e+02,5.523825461874851302e-04,2.943661898835544299e+00,2.944016651050651134e+00
2.000000000000000000e+00,2.110000000000000000e+02,5.485342252259087139e-04,2.943065277614836717e+00,2.943420837918572897e+00
2.000000000000000000e+00,2.120000000000000000e+02,5.447314939038560861e-04,2.942459009734058828e+00,2.942815358822003624e+00
2.000000000000000000e+00,2.130000000000000000e+02,5.409736115838177000e-04,2.941843181919445716e+00,2.942200300926111289e+00
2.000000000000000000e+00,2.140000000000000000e+02,5.372598529140148061e-04,2.941217879818847081e+00,2.941575750319269655e+00
2.000000000000000000e+00,2.150000000000000000e+02,5.335895074459693624e-04,2.940583188026639316e+00,2.940941792038446412e+00
2.000000000000000000e+00,2.160000000000000000e+02,5.299618792633030255e-04,2.939939190108319167e+00,2.940298510093029449e+00
2.000000000000000000e+00,2.170000000000000000e+02,5.263762866213877057e-04,2.939285968623819301e+00,2.939645987487510492e+00
2.000000000000000000e+00,2.180000000000000000e+02,5.228320615974848011e-04,2.938623605149885964e+00,2.938984306244350364e+00
2.000000000000000000e+00,2.190000000000000000e+02,5.193285497510228069e-04,2.937952180303069927e+00,2.938313547426111061e+00
2.000000000000000000e+00,2.200000000000000000e+02,5.158651097936736186e-04,2.937271773760835369e+00,2.937633791156281760e+00
2.000000000000000000e+00,2.210000000000000000e+02,5.124411132689092076e-04,2.936582464282187832e+00,2.936945116639623432e+00
2.000000000000000000e+00,2.220000000000000000e+02,5.090559442407201294e-04,2.935884329727781683e+00,2.936247602182380678e+00
2.000000000000000000e+00,2.230000000000000000e+02,5.057089989912015061e-04,2.935177447079500901e+00,2.935541325211424635e+00
2.000000000000000000e+00,2.240000000000000000e+02,5.023996857267106018e-04,2.934461892459751642e+00,2.934826362293011748e+00
2.000000000000000000e+00,2.250000000000000000e+02,4.991274242923229897e-04,2.933737741149136102e+00,2.934102789150609070e+00
2.000000000000000000e+00,2.260000000000000000e+02,4.958916458943152857e-04,2.933005067604949279e+00,2.933370680682882536e+00
2.000000000000000000e+00,2.270000000000000000e+02,4.926917928304159729e-04,2.932263945478137845e+00,2.932630110980666949e+00
2.000000000000000000e+00,2.280000000000000000e+02,4.895273182275769030e-04,2.931514447629697706e+00,2.931881153343026014e+00
2.000000000000000000e+00,2.290000000000000000e+02,4.863976857870231556e-04,2.930756646147279820e+00,2.931123880293696971e+00
2.000000000000000000e+00,2.300000000000000000e+02,4.833023695363499405e-04,2.929990612360913627e+00,2.930358363596784699e+00
2.000000000000000000e+00,2.310000000000000000e+02,4.802408535884436307e-04,2.929216416858208216e+00,2.929584674271314526e+00
2.000000000000000000e+00,2.320000000000000000e+02,4.772126319070111168e-04,2.928434129498894922e+00,2.928802882606166058e+00
2.000000000000000000e+00,2.330000000000000000e+02,4.742172080785105070e-04,2.927643819429414762e+00,2.928013058174217420e+00
2.000000000000000000e+00,2.340000000000000000e+02,4.712540950902809707e-04,2.926845555097066676e+00,2.927215269846190182e+00
2.000000000000000000e+00,2.350000000000000000e+02,4.683228151146802539e-04,2.926039404263036658e+00,2.926409585803922742e+00
2.000000000000000000e+00,2.360000000000000000e+02,4.654228992990428978e-04,2.925225434015635173e+00,2.925596073553165422e+00
2.000000000000000000e+00,2.370000000000000000e+02,4.625538875612783128e-04,2.924403710783066046e+00,2.924774799936254777e+00
2.000000000000000000e+00,2.380000000000000000e+02,4.597153283909359979e-04,2.923574300345936461e+00,2.923945831144632912e+00
2.000000000000000000e+00,2.390000000000000000e+02,4.569067786555689294e-04,2.922737267848941389e+00,2.923109232730252582e+00
2.000000000000000000e+00,2.400000000000000000e+02,4.541278034122354186e-04,2.921892677812625294e+00,2.922265069617266064e+00
2.000000000000000000e+00,2.410000000000000000e+02,4.513779757239800043e-04,2.921040594144524771e+00,2.921413406113197109e+00
2.000000000000000000e+00,2.420000000000000000e+02,4.486568764811460931e-04,2.920181080149986119e+00,2.920554305919520033e+00
2.000000000000000000e+00,2.430000000000000000e+02,4.459640942273707803e-04,2.919314198543438987e+00,2.919687832142761508e+00
2.000000000000000000e+00,2.440000000000000000e+02,4.432992249901233461e-04,2.918440011458211636e+00,2.918814047304418402e+00
2.000000000000000000e+00,2.450000000000000000e+02,4.406618721156511410e-04,2.917558580456091288e+00,2.917933013350347160e+00
2.000000000000000000e+00,2.460000000000000000e+02,4.380516461082014572e-04,2.916669966538123493e+00,2.917044791661415726e+00
2.000000000000000000e+00,2.470000000000000000e+02,4.354681644733894423e-04,2.915774230153151514e+00,2.916149443062233892e+00
2.000000000000000000e+00,2.480000000000000000e+02,4.329110515655957767e-04,2.914871431207417096e+00,2.915247027830176307e+00
2.000000000000000000e+00,2.490000000000000000e+02,4.303799384392663937e-04,2.913961629073775317e+00,2.914337605704984568e+00
2.000000000000000000e+00,2.500000000000000000e+02,4.278744627040088054e-04,2.913044882599156615e+00,2.913421235896233252e+00
2.000000000000000000e+00,2.510000000000000000e+02,4.253942683833672879e-04,2.912121250114300786e+00,2.912497977092493695e+00
2.000000000000000000e+00,2.520000000000000000e+02,4.229390057771720323e-04,2.911190789441731042e+00,2.911567887469661109e+00
2.000000000000000000e+00,2.530000000000000000e+02,4.205083313273587711e-04,2.910253557902913180e+00,2.910631024698087987e+00
2.000000000000000000e+00,2.540000000000000000e+02,4.181019074871591360e-04,2.909309612326791861e+00,2.909687445950804197e+00
2.000000000000000000e+00,2.550000000000000000e+02,4.157194025935612939e-04,2.908359009056826761e+00,2.908737207910788936e+00
2.000000000000000000e+00,2.560000000000000000e+02,4.133604907429524458e-04,nan,nan
