sigma,condensate_starts_full_operator,excised_renormalize,excised_hold,excised_radius_minus1,excised_radius_plus1,excised_rho0.4
4.950000000000000000e+02,1.627807284921962250e+00,1.622969963524390380e+00,1.642476297662756712e+00,1.657597593710781858e+00,1.617438149231653632e+00,2.289282537072239609e+00
4.960000000000000000e+02,1.625708538285169258e+00,1.621005136659888990e+00,1.640485929987546054e+00,1.655394963824209587e+00,1.615481443388043559e+00,2.287438832543763567e+00
4.970000000000000000e+02,1.623614327090886267e+00,1.619044625463298859e+00,1.638499733609126263e+00,1.653196701680142322e+00,1.613529357690285604e+00,2.285596632653307481e+00
4.980000000000000000e+02,1.621524641076902196e+00,1.617088416978024412e+00,1.636517697333370602e+00,1.651002798768818947e+00,1.611581877651888650e+00,2.283755947827549537e+00
4.990000000000000000e+02,1.619439469976072576e+00,1.615136498281987132e+00,1.634539809982783698e+00,1.648813246575923763e+00,1.609638988819455996e+00,2.281916788362391202e+00
5.000000000000000000e+02,1.617358803517783494e+00,1.613188856487589140e+00,1.632566060396546170e+00,1.646628036580559451e+00,1.607700676772518822e+00,2.280079164423812088e+00
5.010000000000000000e+02,1.615282631427719107e+00,1.611245478742047377e+00,1.630596437432228596e+00,1.644447160255720020e+00,1.605766927125295007e+00,2.278243086048318489e+00
5.020000000000000000e+02,1.613210943428793342e+00,1.609306352228246029e+00,1.628630929965226404e+00,1.642270609069577558e+00,1.603837725526194635e+00,2.276408563144867614e+00
5.030000000000000000e+02,1.611143729242105582e+00,1.607371464164174313e+00,1.626669526889457540e+00,1.640098374485394972e+00,1.601913057657256667e+00,2.274575605495130937e+00
5.040000000000000000e+02,1.609080978586627797e+00,1.605440801803772466e+00,1.624712217117090240e+00,1.637930447962562264e+00,1.599992909236130689e+00,2.272744222754286447e+00
5.050000000000000000e+02,1.607022681180007684e+00,1.603514352435849499e+00,1.622758989579694111e+00,1.635766820955610878e+00,1.598077266015507591e+00,2.270914424452739500e+00
5.060000000000000000e+02,1.604968826738705889e+00,1.601592103384765320e+00,1.620809833228026076e+00,1.633607484916288710e+00,1.596166113783196172e+00,2.269086219996440779e+00
5.070000000000000000e+02,1.602919404979244344e+00,1.599674042011743680e+00,1.618864737031963985e+00,1.631452431292766070e+00,1.594259438362987114e+00,2.267259618668178156e+00
5.080000000000000000e+02,1.600874405618369245e+00,1.597760155713630947e+00,1.616923689981832890e+00,1.629301651529404538e+00,1.592357225614608351e+00,2.265434629628515495e+00
5.090000000000000000e+02,1.598833818372459747e+00,1.595850431922828161e+00,1.614986681088403486e+00,1.627155137069373536e+00,1.590459461433627819e+00,2.263611261916411266e+00
5.100000000000000000e+02,1.596797632959203073e+00,1.593944858108335749e+00,1.613053699382213102e+00,1.625012879353041395e+00,1.588566131752755517e+00,2.261789524450142252e+00
5.110000000000000000e+02,1.594765839097825211e+00,1.592043421775830137e+00,1.611124733914326201e+00,1.622874869818770716e+00,1.586677222540963328e+00,2.259969426028983097e+00
5.120000000000000000e+02,nan,nan,nan,nan,nan,nan
